config_index,config_id,csv_id,question,question_type,improved_question,gold_answer,gold_choice,is_correct,cause_event,outcome_base
1,c686a016ab,causenet-mix-000004,"If radiation exposure increases, what happens to MORE sickness?",,,more,A,True,,
1,c686a016ab,causenet-mix-000041,"If changes in climate increases, what happens to droughts?",,,more,A,True,,
1,c686a016ab,causenet-mix-000046,"If we increase tropical storm alberto, what is the effect on LESS flooding?",,,less,B,True,increase tropical storm alberto,flooding
1,c686a016ab,causenet-mix-000005,"If we increase solar variation, what is the effect on LESS global warming?",,,less,B,False,,
1,c686a016ab,causenet-mix-000001,Suppose greenhouse gas becomes more common. How does global warming change?,,,more,A,True,greenhouse gas becomes more common,global warming change
1,c686a016ab,causenet-mix-000091,"When lactic acid goes up, what happens to LESS limited range of motion?",,,less,B,False,,limited range of motion
1,c686a016ab,causenet-mix-000030,Suppose ionizing radiation becomes more common. How does MORE damage change?,,,more,A,True,ionizing radiation becomes more common,damage change
1,c686a016ab,causenet-mix-000003,"When lipid oxidation goes up, what happens to MORE rancidity?",,,more,A,True,,
1,c686a016ab,causenet-mix-000044,"When radiation exposure goes up, what happens to harm?",,,more,A,True,,harm
1,c686a016ab,causenet-mix-000092,Suppose oxidation process becomes more common. How does age change?,,,more,A,False,oxidation process becomes more common,
1,c686a016ab,causenet-mix-000029,Suppose increased food production becomes more common. How does population growth change?,,,more,A,True,increased food production becomes more common,population growth change
1,c686a016ab,causenet-mix-000032,Suppose scarcity of food becomes more common. How does MORE world hunger change?,,,more,A,False,,
1,c686a016ab,causenet-mix-000016,"If uvb radiation increases, what happens to LESS skin damage?",,,less,B,False,,
1,c686a016ab,causenet-mix-000058,"If plate movement increases, what happens to LESS flooding?",,,less,B,False,,flooding
1,c686a016ab,causenet-mix-000067,"If we increase reactive oxygen species, what is the effect on MORE new species?",,,more,A,True,we increase reactive oxygen species,new species
1,c686a016ab,causenet-mix-000057,Suppose reaction becomes more common. How does itchiness change?,,,more,A,False,reaction becomes more common.,itchiness change
1,c686a016ab,causenet-mix-000048,"If non-native species increases, what happens to LESS harm?",,,less,B,False,,harm
1,c686a016ab,causenet-mix-000052,"If we increase habitat degradation, what is the effect on habitat loss?",,,more,A,True,we increase habitat degradation,habitat loss
1,c686a016ab,causenet-mix-000100,Suppose acid becomes more common. How does loss change?,,,more,A,False,,
1,c686a016ab,causenet-mix-000026,"If concentration of power increases, what happens to LESS corruption?",,,less,B,False,,
1,c686a016ab,causenet-mix-000070,"When heavy precipitation goes up, what happens to loss of life?",,,more,A,True,,
1,c686a016ab,causenet-mix-000028,Suppose increased runoff becomes more common. How does MORE flooding change?,,,more,A,True,increased runoff becomes more common,flooding change
1,c686a016ab,causenet-mix-000055,"If we increase excessive humidity, what is the effect on MORE odors?",,,more,A,True,,
1,c686a016ab,causenet-mix-000078,"When direct outcome of this artificial food source goes up, what happens to LESS destruction?",,,less,B,False,,
1,c686a016ab,causenet-mix-000068,Suppose food cravings becomes more common. How does MORE weight change?,,,more,A,False,food cravings becomes more common,weight change
1,c686a016ab,causenet-mix-000034,"If we increase processed free glutamic acid, what is the effect on adverse reactions?",,,more,A,True,we increase processed free glutamic acid,adverse reactions
1,c686a016ab,causenet-mix-000022,"If moisture loss increases, what happens to shrinkage?",,,more,A,True,,
1,c686a016ab,causenet-mix-000071,"If we increase aging population, what is the effect on growth?",,,more,A,False,,
1,c686a016ab,causenet-mix-000061,"If nitric acid increases, what happens to LESS degradation?",,,less,B,True,,degradation
1,c686a016ab,causenet-mix-000085,"When nicotinic acid goes up, what happens to LESS redness?",,,less,B,False,,
1,c686a016ab,causenet-mix-000090,"When internal friction goes up, what happens to gases to expand?",,,more,A,False,,
1,c686a016ab,causenet-mix-000017,"If we increase water vapour, what is the effect on LESS cooling?",,,less,B,False,,
1,c686a016ab,causenet-mix-000069,"If we increase solar wind, what is the effect on situation?",,,more,A,False,,
1,c686a016ab,causenet-mix-000009,"If we increase excessive pressure, what is the effect on LESS damage?",,,less,B,True,,
1,c686a016ab,causenet-mix-000063,"When lack of food goes up, what happens to population decline?",,,more,A,False,,
1,c686a016ab,causenet-mix-000095,"If we increase buildup of greenhouse gases, what is the effect on mass extinctions?",,,more,A,True,we increase buildup of greenhouse gases,mass extinctions
1,c686a016ab,causenet-mix-000011,"If pressure increases, what happens to numbness?",,,more,A,False,,
1,c686a016ab,causenet-mix-000073,"If we increase rapid population growth, what is the effect on habitat degradation?",,,more,A,True,we increase rapid population growth,habitat degradation
1,c686a016ab,causenet-mix-000099,"If we increase northridge earthquake, what is the effect on danger?",,,more,A,True,we increase northridge earthquake,danger
1,c686a016ab,causenet-mix-000008,"If salicylic acid increases, what happens to redness?",,,more,A,False,,
1,c686a016ab,causenet-mix-000031,Suppose exposure to radiation becomes more common. How does mutations change?,,,more,A,True,exposure to radiation becomes more common,
1,c686a016ab,causenet-mix-000040,"If we increase excessive erosion, what is the effect on outright loss of soil?",,,more,A,True,we increase excessive erosion,soil loss
